id,full_address,mbl,business_name,case_open_date,case_closed_date,status,street,viewpoint_id,latitude,longitude,coordinates,applicant_submit_date,issue_date,permit_type,code_number,code_description,date_corrected,inpector_comments,sentiment_score
1423004,"1706 Massachusetts Ave, Cambridge, MA 02138",174-73,Harvard House of Pizza,2026-01-05T00:00:00.000,2026-01-12T00:00:00.000,Complete,Massachusetts Ave,1423004,42.383305,-71.119762,"{'type': 'Point', 'coordinates': [-71.119762, 42.383305]}",2026-01-06T00:00:00.000,2026-01-12T00:00:00.000,Sanitary Inspection,6-501.111,"Controlling Pests (Pf, C)",2026-01-12T00:00:00.000,"Provide 3 months of extermination reports. Mice droppings observed in basement and kitchen. Remove immediately. Discard the bottom half of prepared pizza boxes stored by the compressor units, mice dropping found. Do not store items by the compressors.",-0.0258
1422978,"1760-A Massachusetts Ave, Cambridge, MA 02138",176-64,The Half-Shell  Inc.,2026-01-05T00:00:00.000,2026-01-12T00:00:00.000,Complete,Massachusetts Ave,1422978,42.385214,-71.119545,"{'type': 'Point', 'coordinates': [-71.119545, 42.385214]}",2026-01-06T00:00:00.000,2026-01-12T00:00:00.000,Sanitary Inspection,4-101.19,Nonfood-Contact Surfaces (C),2026-01-12T00:00:00.000,Rusting shelves observed in walk-in cooler and basement storage. Repair or replace.,0.0
1423004,"1706 Massachusetts Ave, Cambridge, MA 02138",174-73,Harvard House of Pizza,2026-01-05T00:00:00.000,2026-01-12T00:00:00.000,Complete,Massachusetts Ave,1423004,42.383305,-71.119762,"{'type': 'Point', 'coordinates': [-71.119762, 42.383305]}",2026-01-06T00:00:00.000,2026-01-12T00:00:00.000,Sanitary Inspection,4-601.11 (A),"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils (Pf)",2026-01-12T00:00:00.000,"3 door work top refrigerator across from 2 bay interior was heavily soiled in build up. Fan guards, walls and base.Small freezer found with heavily ice build up, remove ice",0.4767
1423004,"1706 Massachusetts Ave, Cambridge, MA 02138",174-73,Harvard House of Pizza,2026-01-05T00:00:00.000,2026-01-12T00:00:00.000,Complete,Massachusetts Ave,1423004,42.383305,-71.119762,"{'type': 'Point', 'coordinates': [-71.119762, 42.383305]}",2026-01-06T00:00:00.000,2026-01-12T00:00:00.000,Sanitary Inspection,4-601.11 (A),"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils (Pf)",2026-01-12T00:00:00.000,HEAVILY SOILED walk-in cooler shelf. Possibly covered in mold. Discard or thoroughly wash and sanitize,-0.25
1423004,"1706 Massachusetts Ave, Cambridge, MA 02138",174-73,Harvard House of Pizza,2026-01-05T00:00:00.000,2026-01-12T00:00:00.000,Complete,Massachusetts Ave,1423004,42.383305,-71.119762,"{'type': 'Point', 'coordinates': [-71.119762, 42.383305]}",2026-01-06T00:00:00.000,2026-01-12T00:00:00.000,Sanitary Inspection,4-601.13,Nonfood Contact Surfaces (C),2026-01-12T00:00:00.000,"Flooring in basement behind and under shelves soiled.Stairwell to basement soiled. Flooring underneath 2 bay sink, shelves, refrigerators, and pizza oven soiled in build up.",0.0
1426380,"11 Garden St, Cambridge, MA 02138",170-4,First Church in Cambridge Congregational UCC,2026-01-05T00:00:00.000,2026-01-22T00:00:00.000,Complete,Garden St,1426380,42.376733,-71.122681,"{'type': 'Point', 'coordinates': [-71.122681, 42.376733]}",2026-01-22T00:00:00.000,2026-01-22T00:00:00.000,Sanitary Inspection,,,,,0.0
1423004,"1706 Massachusetts Ave, Cambridge, MA 02138",174-73,Harvard House of Pizza,2026-01-05T00:00:00.000,2026-01-12T00:00:00.000,Complete,Massachusetts Ave,1423004,42.383305,-71.119762,"{'type': 'Point', 'coordinates': [-71.119762, 42.383305]}",2026-01-06T00:00:00.000,2026-01-12T00:00:00.000,Sanitary Inspection,4-601.11 (A),"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils (Pf)",2026-01-12T00:00:00.000,Pizza oven conveyor soiled in debris,0.0
1422978,"1760-A Massachusetts Ave, Cambridge, MA 02138",176-64,The Half-Shell  Inc.,2026-01-05T00:00:00.000,2026-01-12T00:00:00.000,Complete,Massachusetts Ave,1422978,42.385214,-71.119545,"{'type': 'Point', 'coordinates': [-71.119545, 42.385214]}",2026-01-06T00:00:00.000,2026-01-12T00:00:00.000,Sanitary Inspection,4-601.13,Nonfood Contact Surfaces (C),2026-01-12T00:00:00.000,"Walk-in cooler shelves, floor, walls and fan guards soiled in buildup. Thoroughly wash and sanitize.Interior of flip top refrigerators and 2 dr freezer lightly soiled",0.4767
1422978,"1760-A Massachusetts Ave, Cambridge, MA 02138",176-64,The Half-Shell  Inc.,2026-01-05T00:00:00.000,2026-01-12T00:00:00.000,Complete,Massachusetts Ave,1422978,42.385214,-71.119545,"{'type': 'Point', 'coordinates': [-71.119545, 42.385214]}",2026-01-06T00:00:00.000,2026-01-12T00:00:00.000,Sanitary Inspection,4-601.13,Nonfood Contact Surfaces (C),2026-01-12T00:00:00.000,Basement flooring along the wall behind and under shelves Cookline flooring behind and under cooking equipmen.,0.0
1423004,"1706 Massachusetts Ave, Cambridge, MA 02138",174-73,Harvard House of Pizza,2026-01-05T00:00:00.000,2026-01-12T00:00:00.000,Complete,Massachusetts Ave,1423004,42.383305,-71.119762,"{'type': 'Point', 'coordinates': [-71.119762, 42.383305]}",2026-01-06T00:00:00.000,2026-01-12T00:00:00.000,Sanitary Inspection,4-601.11 (A),"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils (Pf)",2026-01-12T00:00:00.000,Floor mixer and dough roller soiled in food debris. Thoroughly wash and sanitize in between uses.,0.0
1423004,"1706 Massachusetts Ave, Cambridge, MA 02138",174-73,Harvard House of Pizza,2026-01-05T00:00:00.000,2026-01-12T00:00:00.000,Complete,Massachusetts Ave,1423004,42.383305,-71.119762,"{'type': 'Point', 'coordinates': [-71.119762, 42.383305]}",2026-01-06T00:00:00.000,2026-01-12T00:00:00.000,Sanitary Inspection,2-402.11,Effectiveness- Hair Restraints (C),2026-01-12T00:00:00.000,Employee found preparing and prepping food without hair restraints,0.0
1422978,"1760-A Massachusetts Ave, Cambridge, MA 02138",176-64,The Half-Shell  Inc.,2026-01-05T00:00:00.000,2026-01-12T00:00:00.000,Complete,Massachusetts Ave,1422978,42.385214,-71.119545,"{'type': 'Point', 'coordinates': [-71.119545, 42.385214]}",2026-01-06T00:00:00.000,2026-01-12T00:00:00.000,Sanitary Inspection,6-501.114,"Maintaining Premises, Unnecessary Items and Litter (C)",2026-01-12T00:00:00.000,Remove or reorganize items in basement. Items should be off the ground,0.0
1423004,"1706 Massachusetts Ave, Cambridge, MA 02138",174-73,Harvard House of Pizza,2026-01-05T00:00:00.000,2026-01-12T00:00:00.000,Complete,Massachusetts Ave,1423004,42.383305,-71.119762,"{'type': 'Point', 'coordinates': [-71.119762, 42.383305]}",2026-01-06T00:00:00.000,2026-01-12T00:00:00.000,Sanitary Inspection,4-601.11 (A),"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils (Pf)",2026-01-12T00:00:00.000,"Walk-in shelves, pallets, flooring, walls and ceiling soiled in buildup. Thoroughly wash and sanitize",0.0
1422978,"1760-A Massachusetts Ave, Cambridge, MA 02138",176-64,The Half-Shell  Inc.,2026-01-05T00:00:00.000,2026-01-12T00:00:00.000,Complete,Massachusetts Ave,1422978,42.385214,-71.119545,"{'type': 'Point', 'coordinates': [-71.119545, 42.385214]}",2026-01-06T00:00:00.000,2026-01-12T00:00:00.000,Sanitary Inspection,4-601.11 (A),"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils (Pf)",2026-01-12T00:00:00.000,Floor Mixer and food slicer soiled in buildup up,0.0
1423004,"1706 Massachusetts Ave, Cambridge, MA 02138",174-73,Harvard House of Pizza,2026-01-05T00:00:00.000,2026-01-12T00:00:00.000,Complete,Massachusetts Ave,1423004,42.383305,-71.119762,"{'type': 'Point', 'coordinates': [-71.119762, 42.383305]}",2026-01-06T00:00:00.000,2026-01-12T00:00:00.000,Sanitary Inspection,4-302.14,"Sanitizing Solutions, Testing Devices (Pf)",2026-01-12T00:00:00.000,Chlorine test strips needed. Sanitizer found over recommended concentration,0.2023
1426402,"11 Garden St, Cambridge, MA 02138",170-4,First Church Shelter,2026-01-05T00:00:00.000,2026-01-22T00:00:00.000,Complete,Garden St,1426402,42.376733,-71.122681,"{'type': 'Point', 'coordinates': [-71.122681, 42.376733]}",2026-01-22T00:00:00.000,2026-01-22T00:00:00.000,Sanitary Inspection,,,,,0.0
1423004,"1706 Massachusetts Ave, Cambridge, MA 02138",174-73,Harvard House of Pizza,2026-01-05T00:00:00.000,2026-01-12T00:00:00.000,Complete,Massachusetts Ave,1423004,42.383305,-71.119762,"{'type': 'Point', 'coordinates': [-71.119762, 42.383305]}",2026-01-06T00:00:00.000,2026-01-12T00:00:00.000,Sanitary Inspection,3-302.11,"Packaged and Unpackaged Food – Separation, Packaging, and Segregation (P, C)",2026-01-12T00:00:00.000,Raw hamburger found stored above cut vegetables and prepared food in 2 draw refrigerator. Relocate raw meat to bottom draw or keep the bottom draw empty,-0.25
1423073,"468 Broadway, Cambridge, MA 02138",136-15,Starbucks Coffee #810,2026-01-05T00:00:00.000,2026-01-05T00:00:00.000,Complete,Broadway,1423073,42.37396,-71.113066,"{'type': 'Point', 'coordinates': [-71.113066, 42.37396]}",2026-01-05T00:00:00.000,2026-01-05T00:00:00.000,Sanitary Inspection,,,,,0.0
1422978,"1760-A Massachusetts Ave, Cambridge, MA 02138",176-64,The Half-Shell  Inc.,2026-01-05T00:00:00.000,2026-01-12T00:00:00.000,Complete,Massachusetts Ave,1422978,42.385214,-71.119545,"{'type': 'Point', 'coordinates': [-71.119545, 42.385214]}",2026-01-06T00:00:00.000,2026-01-12T00:00:00.000,Sanitary Inspection,3-305.11,Food Storage-Preventing Contamination from the Premises (C),2026-01-12T00:00:00.000,Packaged food stored on the ground in walk-in freezer,0.0
1424278,"88 Ames St, Cambridge, MA 02142",44-107,Blue Bottle Coffee,2026-01-03T00:00:00.000,2026-01-13T00:00:00.000,Complete,Ames St,1424278,42.363262,-71.08779,"{'type': 'Point', 'coordinates': [-71.08779, 42.363262]}",2026-01-13T00:00:00.000,2026-01-13T00:00:00.000,Sanitary Inspection,,,,,0.0
1422398,"6 Jfk St, Cambridge, MA 02138",160-69,CVS Pharmacy #240,2025-12-30T00:00:00.000,2026-01-13T00:00:00.000,Complete,Jfk St,1422398,42.373344,-71.119373,"{'type': 'Point', 'coordinates': [-71.119373, 42.373344]}",2025-12-31T00:00:00.000,2026-01-13T00:00:00.000,Sanitary Inspection,4-601.13,Nonfood Contact Surfaces (C),2026-01-13T00:00:00.000,Back storage room flooring underneath shelves soiled in buildup and littered trash. Remove,0.0
1422398,"6 Jfk St, Cambridge, MA 02138",160-69,CVS Pharmacy #240,2025-12-30T00:00:00.000,2026-01-13T00:00:00.000,Complete,Jfk St,1422398,42.373344,-71.119373,"{'type': 'Point', 'coordinates': [-71.119373, 42.373344]}",2025-12-31T00:00:00.000,2026-01-13T00:00:00.000,Sanitary Inspection,4-202.11,Food-Contact Surfaces-Cleanability (Pf),2026-01-13T00:00:00.000,Multiple Broken plastic containers storing packaged food observed in dry storage room. Replace,-0.4767
1422398,"6 Jfk St, Cambridge, MA 02138",160-69,CVS Pharmacy #240,2025-12-30T00:00:00.000,2026-01-13T00:00:00.000,Complete,Jfk St,1422398,42.373344,-71.119373,"{'type': 'Point', 'coordinates': [-71.119373, 42.373344]}",2025-12-31T00:00:00.000,2026-01-13T00:00:00.000,Sanitary Inspection,4-601.11 (A),"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils (Pf)",2026-01-13T00:00:00.000,Possible mold buildup observed along the back wall of the walk-in cooler. Buildup observed on fan guards,0.3182
1422503,"6 Jfk St, Cambridge, MA 02138",160-69,CVS Pharmacy #240,2025-12-30T00:00:00.000,2025-12-31T00:00:00.000,Complete,Jfk St,1422503,42.373344,-71.119373,"{'type': 'Point', 'coordinates': [-71.119373, 42.373344]}",2025-12-31T00:00:00.000,2025-12-31T00:00:00.000,Sanitary Inspection,,,,,0.0
1422398,"6 Jfk St, Cambridge, MA 02138",160-69,CVS Pharmacy #240,2025-12-30T00:00:00.000,2026-01-13T00:00:00.000,Complete,Jfk St,1422398,42.373344,-71.119373,"{'type': 'Point', 'coordinates': [-71.119373, 42.373344]}",2025-12-31T00:00:00.000,2026-01-13T00:00:00.000,Sanitary Inspection,3-305.11,Food Storage-Preventing Contamination from the Premises (C),2026-01-13T00:00:00.000,Cases of beverages/food found stored on the walk-in cooler floor and reach in refrigerators along the door.,0.0258
1423604,"62 Walden St, Cambridge, MA 02140",201-2,Thistle and Shamrock,2025-12-29T00:00:00.000,2026-01-08T00:00:00.000,Complete,Walden St,1423604,42.38894,-71.124885,"{'type': 'Point', 'coordinates': [-71.124885, 42.38894]}",2026-01-08T00:00:00.000,2026-01-08T00:00:00.000,Sanitary Inspection,,,,,0.0
1422081,"468 Broadway, Cambridge, MA 02138",136-15,Broadway Marketplace,2025-12-26T00:00:00.000,2026-01-14T00:00:00.000,Complete,Broadway,1422081,42.37396,-71.113066,"{'type': 'Point', 'coordinates': [-71.113066, 42.37396]}",2025-12-29T00:00:00.000,2026-01-14T00:00:00.000,Sanitary Inspection,5-205.15,"System Maintained in Good Repair (P, C)",,The handwashing sink in the deli area next to the cooking equipment has a very slow drain and no hot water. Get a licensed plumber to ensure this sink is functioning properly.,0.1027
1422081,"468 Broadway, Cambridge, MA 02138",136-15,Broadway Marketplace,2025-12-26T00:00:00.000,2026-01-14T00:00:00.000,Complete,Broadway,1422081,42.37396,-71.113066,"{'type': 'Point', 'coordinates': [-71.113066, 42.37396]}",2025-12-29T00:00:00.000,2026-01-14T00:00:00.000,Sanitary Inspection,6-501.111,"Controlling Pests (Pf, C)",,Provide the latest extermination reports to bmorrissey@cambridgema.gov.,0.0
1422081,"468 Broadway, Cambridge, MA 02138",136-15,Broadway Marketplace,2025-12-26T00:00:00.000,2026-01-14T00:00:00.000,Complete,Broadway,1422081,42.37396,-71.113066,"{'type': 'Point', 'coordinates': [-71.113066, 42.37396]}",2025-12-29T00:00:00.000,2026-01-14T00:00:00.000,Sanitary Inspection,3-305.11,Food Storage-Preventing Contamination from the Premises (C),,-Remove items off the floor in walk-in refrigerator in bakery. Do not store any food items on the ground. Additional shelving racks may be needed. -Potatoes observed stored on top of the chicken wings at the warming station. Food cannot be stored on top of one another when it is to be served.,0.4939
1422081,"468 Broadway, Cambridge, MA 02138",136-15,Broadway Marketplace,2025-12-26T00:00:00.000,2026-01-14T00:00:00.000,Complete,Broadway,1422081,42.37396,-71.113066,"{'type': 'Point', 'coordinates': [-71.113066, 42.37396]}",2025-12-29T00:00:00.000,2026-01-14T00:00:00.000,Sanitary Inspection,6-501.12,"Cleaning, Frequency and Restrictions (C)",,"-Buildup in fan. Clean walk-in refrigerator in bakery, especially the fan. Clean all fans in walk in coolers and freezers. -Continue working on cleaning the entire basement area. Do not store any food items on the ground in the basement.",0.836
1422081,"468 Broadway, Cambridge, MA 02138",136-15,Broadway Marketplace,2025-12-26T00:00:00.000,2026-01-14T00:00:00.000,Complete,Broadway,1422081,42.37396,-71.113066,"{'type': 'Point', 'coordinates': [-71.113066, 42.37396]}",2025-12-29T00:00:00.000,2026-01-14T00:00:00.000,Sanitary Inspection,3-501.16 (A)(2) and (B),"Time/Temperature Control for Safety Food, Hot and Cold Holding (P)",,TIME/TEMPERATURE CONTROL FOR SAFETY FOOD shall be maintained at 5ºC (41ºF) or less. Several items were temped and read above 41F. Ensure temperature control is being monitored and maintained.,0.7297
1422081,"468 Broadway, Cambridge, MA 02138",136-15,Broadway Marketplace,2025-12-26T00:00:00.000,2026-01-14T00:00:00.000,Complete,Broadway,1422081,42.37396,-71.113066,"{'type': 'Point', 'coordinates': [-71.113066, 42.37396]}",2025-12-29T00:00:00.000,2026-01-14T00:00:00.000,Sanitary Inspection,3-101.11,"Safe, Unadulterated, and Honestly Presented-Spoilage (P)",2025-12-26T00:00:00.000,Several bags of chips and boxes of mac and cheese were expired and discarded. Ensure to monitor expiration dates.,0.0516
1422081,"468 Broadway, Cambridge, MA 02138",136-15,Broadway Marketplace,2025-12-26T00:00:00.000,2026-01-14T00:00:00.000,Complete,Broadway,1422081,42.37396,-71.113066,"{'type': 'Point', 'coordinates': [-71.113066, 42.37396]}",2025-12-29T00:00:00.000,2026-01-14T00:00:00.000,Sanitary Inspection,3-501.16 (A)(1),"Time/Temperature Control for Safety Food, Hot and Cold Holding (P)",2025-12-26T00:00:00.000,Plain chicken wings at Warmer station read 110F. These wings were discarded. Ensure to monitor temperatures and keep at 135F or above.,0.34
1422081,"468 Broadway, Cambridge, MA 02138",136-15,Broadway Marketplace,2025-12-26T00:00:00.000,2026-01-14T00:00:00.000,Complete,Broadway,1422081,42.37396,-71.113066,"{'type': 'Point', 'coordinates': [-71.113066, 42.37396]}",2025-12-29T00:00:00.000,2026-01-14T00:00:00.000,Sanitary Inspection,4-301.14,"Ventilation Hood Systems, Adequacy (C)",,Hood is expired. Get new sticker showing that it is not expired or get it inspected. Clean grease surrounding the cooking equipment.,0.4019
1421203,"1414 Cambridge St, Cambridge, MA 02139",114A-120,Inman Pharmacy,2025-12-17T00:00:00.000,2025-12-17T00:00:00.000,Complete,Cambridge St,1421203,42.373737,-71.101571,"{'type': 'Point', 'coordinates': [-71.101571, 42.373737]}",2025-12-17T00:00:00.000,2025-12-17T00:00:00.000,Sanitary Inspection,,,,,0.0
1421186,"605 Massachusetts Ave, Cambridge, MA 02139",90-52,Mido Matcha,2025-12-17T00:00:00.000,2025-12-17T00:00:00.000,Complete,Massachusetts Ave,1421186,42.365159,-71.102976,"{'type': 'Point', 'coordinates': [-71.102976, 42.365159]}",2025-12-17T00:00:00.000,2025-12-17T00:00:00.000,Sanitary Inspection,,,,,0.0
1421188,"204 Hampshire St, Cambridge, MA 02139",110-18,Zuzu's Petals,2025-12-17T00:00:00.000,2025-12-17T00:00:00.000,Complete,Hampshire St,1421188,42.373135,-71.100274,"{'type': 'Point', 'coordinates': [-71.100274, 42.373135]}",2025-12-17T00:00:00.000,2025-12-17T00:00:00.000,Sanitary Inspection,,,,,0.0
1421199,"1613 Cambridge St, Cambridge, MA 02138",140-148,SKENDERIAN APOTHECARY,2025-12-17T00:00:00.000,2025-12-17T00:00:00.000,Complete,Cambridge St,1421199,42.37487,-71.108944,"{'type': 'Point', 'coordinates': [-71.108944, 42.37487]}",2025-12-17T00:00:00.000,2025-12-17T00:00:00.000,Sanitary Inspection,,,,,0.0
1421204,"624 Massachusetts Ave, Cambridge, MA 02139",106-105,CVS Pharmacy #1002,2025-12-17T00:00:00.000,2025-12-17T00:00:00.000,Complete,Massachusetts Ave,1421204,42.365086,-71.103503,"{'type': 'Point', 'coordinates': [-71.103503, 42.365086]}",2025-12-17T00:00:00.000,2025-12-17T00:00:00.000,Sanitary Inspection,,,,,0.0
1421014,"310 Massachusetts Ave, Cambridge, MA 02139",69-148,PAGU,2025-12-16T00:00:00.000,2025-12-17T00:00:00.000,Complete,Massachusetts Ave,1421014,42.362404,-71.098955,"{'type': 'Point', 'coordinates': [-71.098955, 42.362404]}",2025-12-17T00:00:00.000,2025-12-17T00:00:00.000,Sanitary Inspection,,,,,0.0
1421012,"222 Jacobs St, Cambridge, MA 02141",1A-190,Fooda Inc.,2025-12-16T00:00:00.000,2025-12-16T00:00:00.000,Complete,Jacobs St,1421012,42.372435,-71.07445,"{'type': 'Point', 'coordinates': [-71.07445, 42.372435]}",2025-12-16T00:00:00.000,2025-12-16T00:00:00.000,Sanitary Inspection,,,,,0.0
1421015,"215 Alewife Brook Pkwy, Cambridge, MA 02138",265B-26,CVS Pharmacy # 1022,2025-12-16T00:00:00.000,2025-12-17T00:00:00.000,Complete,Alewife Brook Pkwy,1421015,42.389791,-71.14351,"{'type': 'Point', 'coordinates': [-71.14351, 42.389791]}",2025-12-16T00:00:00.000,2025-12-17T00:00:00.000,Sanitary Inspection,,,,,0.0
1421017,"1740 Massachusetts Ave, Cambridge, MA 02138",175-37,Walgreens #17165,2025-12-16T00:00:00.000,2025-12-17T00:00:00.000,Complete,Massachusetts Ave,1421017,42.384637,-71.11961,"{'type': 'Point', 'coordinates': [-71.11961, 42.384637]}",2025-12-16T00:00:00.000,2025-12-17T00:00:00.000,Sanitary Inspection,,,,,0.0
1421004,"40 Granite St, Cambridge, MA 02139",99-81,Morse School,2025-12-16T00:00:00.000,2025-12-16T00:00:00.000,Complete,Granite St,1421004,42.356146,-71.112745,"{'type': 'Point', 'coordinates': [-71.112745, 42.356146]}",2025-12-16T00:00:00.000,2025-12-16T00:00:00.000,Sanitary Inspection,,,,,0.0
1421016,"36 White St, Cambridge, MA 02140",,CVS Pharmacy #717,2025-12-16T00:00:00.000,2025-12-17T00:00:00.000,Complete,White St,1421016,42.388877,-71.118944,"{'type': 'Point', 'coordinates': [-71.118944, 42.388877]}",2025-12-16T00:00:00.000,2025-12-17T00:00:00.000,Sanitary Inspection,,,,,0.0
1421288,"297 Massachusetts Ave, Cambridge, MA 02139",70-92,Naco Taco,2025-12-16T00:00:00.000,2025-12-18T00:00:00.000,Complete,Massachusetts Ave,1421288,42.362348,-71.098106,"{'type': 'Point', 'coordinates': [-71.098106, 42.362348]}",2025-12-18T00:00:00.000,2025-12-18T00:00:00.000,Sanitary Inspection,,,,,0.0
1420722,"1728 Massachusetts Ave, Cambridge, MA 02138",175-75,CHIVO TAQUERIA,2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Complete,Massachusetts Ave,1420722,42.38414,-71.119664,"{'type': 'Point', 'coordinates': [-71.119664, 42.38414]}",2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Sanitary Inspection,6-202.15,"Outer Openings, Protected (C)",2025-12-22T00:00:00.000,Seal holes observed during inspection. By mop sink and across from 2 dr refrigerator by hand washing sink.,0.4939
1420730,"1722 Massachusetts Ave, Cambridge, MA 02138",175-75,Poke City,2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Complete,Massachusetts Ave,1420730,42.383908,-71.119687,"{'type': 'Point', 'coordinates': [-71.119687, 42.383908]}",2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Sanitary Inspection,6-501.111,"Controlling Pests (Pf, C)",2025-12-22T00:00:00.000,Rodent droppings observed provide 3 months of extermination. Remove droppings,0.0
1420722,"1728 Massachusetts Ave, Cambridge, MA 02138",175-75,CHIVO TAQUERIA,2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Complete,Massachusetts Ave,1420722,42.38414,-71.119664,"{'type': 'Point', 'coordinates': [-71.119664, 42.38414]}",2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Sanitary Inspection,5-205.11,Using a Handwashing Sink-Operation and Maintenance (Pf),2025-12-22T00:00:00.000,"Soiled spatula found in hand washing sink, removed during inspection.",0.4939
1420722,"1728 Massachusetts Ave, Cambridge, MA 02138",175-75,CHIVO TAQUERIA,2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Complete,Massachusetts Ave,1420722,42.38414,-71.119664,"{'type': 'Point', 'coordinates': [-71.119664, 42.38414]}",2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Sanitary Inspection,6-501.111,"Controlling Pests (Pf, C)",2025-12-22T00:00:00.000,"Extermination reports did not provide details of activity in the establishment and recommendations. Such as cleaning, sealing access holes etcRemove droppings wash and sanitize area.",0.0
1420722,"1728 Massachusetts Ave, Cambridge, MA 02138",175-75,CHIVO TAQUERIA,2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Complete,Massachusetts Ave,1420722,42.38414,-71.119664,"{'type': 'Point', 'coordinates': [-71.119664, 42.38414]}",2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Sanitary Inspection,4-101.19,Nonfood-Contact Surfaces (C),2025-12-22T00:00:00.000,Rusting shelves observed in walk-in coolers and 2 door refrigerator by hand washing sink. Determine issue and replace,0.4939
1420730,"1722 Massachusetts Ave, Cambridge, MA 02138",175-75,Poke City,2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Complete,Massachusetts Ave,1420730,42.383908,-71.119687,"{'type': 'Point', 'coordinates': [-71.119687, 42.383908]}",2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Sanitary Inspection,4-101.19,Nonfood-Contact Surfaces (C),2025-12-22T00:00:00.000,Remove peeling and damaged plastic covering off the 3-door refrigerator.,-0.4404
1420722,"1728 Massachusetts Ave, Cambridge, MA 02138",175-75,CHIVO TAQUERIA,2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Complete,Massachusetts Ave,1420722,42.38414,-71.119664,"{'type': 'Point', 'coordinates': [-71.119664, 42.38414]}",2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Sanitary Inspection,6-501.14,"Cleaning Ventilation Systems, Nuisance and Discharge Prohibition (C)",2025-12-22T00:00:00.000,Hood due for service. Last inspected mar 2025 due every 90 days.,0.0
1420730,"1722 Massachusetts Ave, Cambridge, MA 02138",175-75,Poke City,2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Complete,Massachusetts Ave,1420730,42.383908,-71.119687,"{'type': 'Point', 'coordinates': [-71.119687, 42.383908]}",2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Sanitary Inspection,4-601.11 (A),"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils (Pf)",2025-12-22T00:00:00.000,Food slicer food pusher soiled in food buildup.,0.0
1420840,"238 Main St, Cambridge, MA 02142",47-94,CVS/pharmacy #11242,2025-12-15T00:00:00.000,2025-12-15T00:00:00.000,Complete,Main St,1420840,42.362165,-71.084487,"{'type': 'Point', 'coordinates': [-71.084487, 42.362165]}",2025-12-15T00:00:00.000,2025-12-15T00:00:00.000,Sanitary Inspection,,,,,0.0
1420730,"1722 Massachusetts Ave, Cambridge, MA 02138",175-75,Poke City,2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Complete,Massachusetts Ave,1420730,42.383908,-71.119687,"{'type': 'Point', 'coordinates': [-71.119687, 42.383908]}",2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Sanitary Inspection,8-103.12,"Conformance with Approved Procedures (P, Pf)",2025-12-22T00:00:00.000,Employee was unable to provide a proper pH reading during inspection.,0.0
1420722,"1728 Massachusetts Ave, Cambridge, MA 02138",175-75,CHIVO TAQUERIA,2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Complete,Massachusetts Ave,1420722,42.38414,-71.119664,"{'type': 'Point', 'coordinates': [-71.119664, 42.38414]}",2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Sanitary Inspection,4-501.116,"Warewashing Equipment, Determining Chemicals Sanitizer Concentration (Pf)",2025-12-22T00:00:00.000,Quat test strips needed,0.0
1420730,"1722 Massachusetts Ave, Cambridge, MA 02138",175-75,Poke City,2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Complete,Massachusetts Ave,1420730,42.383908,-71.119687,"{'type': 'Point', 'coordinates': [-71.119687, 42.383908]}",2025-12-15T00:00:00.000,2025-12-31T00:00:00.000,Sanitary Inspection,4-601.13,Nonfood Contact Surfaces (C),2025-12-22T00:00:00.000,"Flooring around the hand washing sink, underneath open top refrigerators and customer trash barrel found HEAVILY SOILED. Soak, scrub, wash and sanitize regularly.",0.6124
